,region,category,language,type,count
2117,Edmonton,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_work,0
2118,Vancouver,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_home,2495
2119,Vancouver,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_work,45
2120,Montréal,Non-Official & Non-Aboriginal languages,Yiddish,most_at_home,6665
2121,Montréal,Non-Official & Non-Aboriginal languages,Yiddish,most_at_work,860
2122,Toronto,Non-Official & Non-Aboriginal languages,Yiddish,most_at_home,350
2123,Toronto,Non-Official & Non-Aboriginal languages,Yiddish,most_at_work,20
2124,Calgary,Non-Official & Non-Aboriginal languages,Yiddish,most_at_home,10
2125,Calgary,Non-Official & Non-Aboriginal languages,Yiddish,most_at_work,0
2126,Edmonton,Non-Official & Non-Aboriginal languages,Yiddish,most_at_home,0
2127,Edmonton,Non-Official & Non-Aboriginal languages,Yiddish,most_at_work,0
2128,Vancouver,Non-Official & Non-Aboriginal languages,Yiddish,most_at_home,10
2129,Vancouver,Non-Official & Non-Aboriginal languages,Yiddish,most_at_work,0
2130,Montréal,Non-Official & Non-Aboriginal languages,Yoruba,most_at_home,45
2131,Montréal,Non-Official & Non-Aboriginal languages,Yoruba,most_at_work,0
2132,Toronto,Non-Official & Non-Aboriginal languages,Yoruba,most_at_home,1080
2133,Toronto,Non-Official & Non-Aboriginal languages,Yoruba,most_at_work,10
2134,Calgary,Non-Official & Non-Aboriginal languages,Yoruba,most_at_home,350
2135,Calgary,Non-Official & Non-Aboriginal languages,Yoruba,most_at_work,0
2136,Edmonton,Non-Official & Non-Aboriginal languages,Yoruba,most_at_home,280
2137,Edmonton,Non-Official & Non-Aboriginal languages,Yoruba,most_at_work,0
2138,Vancouver,Non-Official & Non-Aboriginal languages,Yoruba,most_at_home,40
2139,Vancouver,Non-Official & Non-Aboriginal languages,Yoruba,most_at_work,0
